ABBR,Sentence_A,Sentence_B,Sentence_C,target,Primary_Expression,Alternative_Expression
GVHD,BACKGROUND: Conditioning with total lymphoid irradiation plus antithymocyte serum protects mice against acute graft-versus-host disease after hematopoietic-cell transplantation.,BACKGROUND: Conditioning with total lymphoid irradiation plus antithymocyte serum protects mice against acute GVHD after hematopoietic-cell transplantation.,BACKGROUND: Conditioning with total lymphoid irradiation plus antithymocyte serum protects mice against acute graft vs host disease after hematopoietic-cell transplantation.,after,,
GVHD,The occurrence of grade 3 to 4 acute graft-versus-host disease or extensive chronic GVHD was associated with a higher NRM in both age cohorts.,The occurrence of grade 3 to 4 acute GVHD or extensive chronic GVHD was associated with a higher NRM in both age cohorts.,The occurrence of grade 3 to 4 acute graft vs host disease or extensive chronic GVHD was associated with a higher NRM in both age cohorts.,or,,
GVHD,"Recently, higher dose of NK cells has been associated with a lower incidence of severe graft-versus-host disease and.","Recently, higher dose of NK cells has been associated with a lower incidence of severe GVHD and.","Recently, higher dose of NK cells has been associated with a lower incidence of severe graft vs host disease and.",and,,
GVHD,This case describes the late onset of PAH in a 36-year-old woman on a background of acute and chronic graft-versus-host disease therefore.,This case describes the late onset of PAH in a 36-year-old woman on a background of acute and chronic GVHD therefore.,This case describes the late onset of PAH in a 36-year-old woman on a background of acute and chronic graft vs host disease therefore.,therefore,,
GVHD,Our autologous recipients had no graft-versus-host disease but allogenic patients had chronic GVHD .,Our autologous recipients had no GVHD but allogenic patients had chronic GVHD .,Our autologous recipients had no graft vs host disease but allogenic patients had chronic GVHD .,but,,
GVH,There is sparse information in humans on graft-versus-host lymphadenopathy.,There is sparse information in humans on GVH lymphadenopathy.,There is sparse information in humans on graft-vs-host lymphadenopathy.,lymphadenopathy,,
GVH,The median difference between time to GVL and graft-versus-host reactivity in the entire cohort was 14 days.,The median difference between time to GVL and GVH reactivity in the entire cohort was 14 days.,The median difference between time to GVL and graft-vs-host reactivity in the entire cohort was 14 days.,reactivity,,
GVH,Ablation of secretin-expressing cells produced severe colitis with morphological features similar to those observed in graft-versus-host disease.,Ablation of secretin-expressing cells produced severe colitis with morphological features similar to those observed in GVH disease.,Ablation of secretin-expressing cells produced severe colitis with morphological features similar to those observed in graft-vs-host disease.,disease,,
GVH,"Spleen cells taken from sensitized F1 females, either before or after the rejection of male skin isografts, conferred resistance against graft-versus-host reactions produced in F1 females by parental PVG/c lymph node cells, but only when the cell donors were male.","Spleen cells taken from sensitized F1 females, either before or after the rejection of male skin isografts, conferred resistance against GVH reactions produced in F1 females by parental PVG/c lymph node cells, but only when the cell donors were male.","Spleen cells taken from sensitized F1 females, either before or after the rejection of male skin isografts, conferred resistance against graft-vs-host reactions produced in F1 females by parental PVG/c lymph node cells, but only when the cell donors were male.",reactions,,
GVH,"However, these cells also possess marked graft-versus-host reactivity.","However, these cells also possess marked GVH reactivity.","However, these cells also possess marked graft-vs-host reactivity.",reactivity,,
HCT,PURPOSE: To determine late effects of Hematopoietic cell transplantation on health problems and health-related quality of life for 10-year survivors.,PURPOSE: To determine late effects of HCT on health problems and health-related quality of life for 10-year survivors.,PURPOSE: To determine late effects of Helical Computed Tomography on health problems and health-related quality of life for 10-year survivors.,on,,
HCT,We evaluated the outcomes of allogeneic Hematopoietic cell transplantation in 43 patients with chronic myelomonocytic leukemia.,We evaluated the outcomes of allogeneic HCT in 43 patients with chronic myelomonocytic leukemia.,We evaluated the outcomes of allogeneic Helical Computed Tomography in 43 patients with chronic myelomonocytic leukemia.,in,,
HCT,"Non-myeloablative preparative regimens have reduced regimen-related toxicities after allogeneic Hematopoietic cell transplantation, which allows for the treatment of patients not eligible for myeloablative HCT .","Non-myeloablative preparative regimens have reduced regimen-related toxicities after allogeneic HCT, which allows for the treatment of patients not eligible for myeloablative HCT .","Non-myeloablative preparative regimens have reduced regimen-related toxicities after allogeneic Helical Computed Tomography, which allows for the treatment of patients not eligible for myeloablative HCT .",which,,
HCT,"In total, 15 patients underwent allogeneic Hematopoietic cell transplantation during first CR.","In total, 15 patients underwent allogeneic HCT during first CR.","In total, 15 patients underwent allogeneic Helical Computed Tomography during first CR.",during,,
HCT,Hematopoietic cell transplantation-specific comorbidity index: a new tool for risk assessment before allogeneic HCT .,HCT-specific comorbidity index: a new tool for risk assessment before allogeneic HCT .,Helical Computed Tomography-specific comorbidity index: a new tool for risk assessment before allogeneic HCT .,comorbidity,,
HIV,human Immunodeficiency virus infection can be associated with many autoimmune disorders such as antiphospholipid antibody syndrome.,HIV infection can be associated with many autoimmune disorders such as antiphospholipid antibody syndrome.,Human Immunodeficiency Virus type 1 infection can be associated with many autoimmune disorders such as antiphospholipid antibody syndrome.,infection,,
HIV,OBJECTIVE: To evaluate the efficiency of Coleman lipostructure in patients infected with human Immunodeficiency virus and.,OBJECTIVE: To evaluate the efficiency of Coleman lipostructure in patients infected with HIV and.,OBJECTIVE: To evaluate the efficiency of Coleman lipostructure in patients infected with Human Immunodeficiency Virus type 1 and.,and,,
HIV,The emergence of drug resistance mutations in human Immunodeficiency virus has been a major setback in the treatment of infected patients.,The emergence of drug resistance mutations in HIV has been a major setback in the treatment of infected patients.,The emergence of drug resistance mutations in Human Immunodeficiency Virus type 1 has been a major setback in the treatment of infected patients.,has,,
HIV,We compared the cellular immune responses to human Immunodeficiency virus envelope protein (Env) expressed by replication-competent and single-cycle VSV vectors and also examined the antibody response to Env.,We compared the cellular immune responses to HIV envelope protein (Env) expressed by replication-competent and single-cycle VSV vectors and also examined the antibody response to Env.,We compared the cellular immune responses to Human Immunodeficiency Virus type 1 envelope protein (Env) expressed by replication-competent and single-cycle VSV vectors and also examined the antibody response to Env.,envelope,,
HIV,BACKGROUND: The anal epithelium is subject to dysplastic change in patients with human Immunodeficiency virus and.,BACKGROUND: The anal epithelium is subject to dysplastic change in patients with HIV and.,BACKGROUND: The anal epithelium is subject to dysplastic change in patients with Human Immunodeficiency Virus type 1 and.,and,,
HPV,"Among the more than one hundred formally described human papillomavirus types, 18 are referred to as high-risk HPV types due to their association with anogenital cancer.","Among the more than one hundred formally described HPV types, 18 are referred to as high-risk HPV types due to their association with anogenital cancer.","Among the more than one hundred formally described hypoxic pulmonary vasoconstriction types, 18 are referred to as high-risk HPV types due to their association with anogenital cancer.",types,,
HPV,"Recently, a subset of HNSCC has been shown to contain human papillomavirus and the presence of HPV in tumors constitutes a prognostic marker of disease.","Recently, a subset of HNSCC has been shown to contain HPV and the presence of HPV in tumors constitutes a prognostic marker of disease.","Recently, a subset of HNSCC has been shown to contain hypoxic pulmonary vasoconstriction and the presence of HPV in tumors constitutes a prognostic marker of disease.",and,,
HPV,High risk human papillomavirus infection is considered to be the most important etiological factor of Cervical Uterine Cancer.,High risk HPV infection is considered to be the most important etiological factor of Cervical Uterine Cancer.,High risk hypoxic pulmonary vasoconstriction infection is considered to be the most important etiological factor of Cervical Uterine Cancer.,infection,,
HPV,"AIN is associated with human papillomavirus infection, and HPV -associated genomic instability may play an important role in the progression of squamous intraepithelial neoplasia to cancer.","AIN is associated with HPV infection, and HPV -associated genomic instability may play an important role in the progression of squamous intraepithelial neoplasia to cancer.","AIN is associated with hypoxic pulmonary vasoconstriction infection, and HPV -associated genomic instability may play an important role in the progression of squamous intraepithelial neoplasia to cancer.",infection,,
HPV,"The extent of human papillomavirus genital shedding and type-specific diversity were evaluated in 354 consecutive women of childbearing age living in Libreville, Gabon.","The extent of HPV genital shedding and type-specific diversity were evaluated in 354 consecutive women of childbearing age living in Libreville, Gabon.","The extent of hypoxic pulmonary vasoconstriction genital shedding and type-specific diversity were evaluated in 354 consecutive women of childbearing age living in Libreville, Gabon.",genital,,
HSV,The ability to deliver genes into neurons in vitro and in vivo with herpes simplex virus amplicon vectors has made it possible to carry out exactly these sorts of experiments.,The ability to deliver genes into neurons in vitro and in vivo with HSV amplicon vectors has made it possible to carry out exactly these sorts of experiments.,The ability to deliver genes into neurons in vitro and in vivo with highly selective vagotomy amplicon vectors has made it possible to carry out exactly these sorts of experiments.,amplicon,,
HSV,"We examine biochemical characteristics of the herpes simplex virus tegument protein VP22 by gel filtration, glycerol sedimentation, and chemical cross-linking experiments and use time course radiolabeling and immunoprecipitation assays to analyze its synthesis and interaction with other infected-cell proteins.","We examine biochemical characteristics of the HSV tegument protein VP22 by gel filtration, glycerol sedimentation, and chemical cross-linking experiments and use time course radiolabeling and immunoprecipitation assays to analyze its synthesis and interaction with other infected-cell proteins.","We examine biochemical characteristics of the highly selective vagotomy tegument protein VP22 by gel filtration, glycerol sedimentation, and chemical cross-linking experiments and use time course radiolabeling and immunoprecipitation assays to analyze its synthesis and interaction with other infected-cell proteins.",tegument,,
HSV,herpes simplex virus spreads rapidly and efficiently within epithelial and neuronal tissues.,HSV spreads rapidly and efficiently within epithelial and neuronal tissues.,highly selective vagotomy spreads rapidly and efficiently within epithelial and neuronal tissues.,spreads,,
HSV,"Virion glycoproteins gB, gD, and gH/gL play essential roles for herpes simplex virus entry.","Virion glycoproteins gB, gD, and gH/gL play essential roles for HSV entry.","Virion glycoproteins gB, gD, and gH/gL play essential roles for highly selective vagotomy entry.",entry,,
HSV,"EM can be triggered by a number of factors, but the best documented is preceding infection with herpes simplex virus, the lesions resulting from a cell mediated immune reaction triggered by HSV -DNA.","EM can be triggered by a number of factors, but the best documented is preceding infection with HSV, the lesions resulting from a cell mediated immune reaction triggered by HSV -DNA.","EM can be triggered by a number of factors, but the best documented is preceding infection with highly selective vagotomy, the lesions resulting from a cell mediated immune reaction triggered by HSV -DNA.",lesions,,
ICA,"The authors report the case of a neonate with a large anterior commun ICA ting artery aneurysm, accessory left middle cerebral artery aneurysm, and left internal carotid artery fusiform aneurysm.","The authors report the case of a neonate with a large anterior commun ICA ting artery aneurysm, accessory left middle cerebral artery aneurysm, and left ICA fusiform aneurysm.","The authors report the case of a neonate with a large anterior commun ICA ting artery aneurysm, accessory left middle cerebral artery aneurysm, and left islet cell antibodies fusiform aneurysm.",fusiform,,
ICA,An 11-year-old boy developed occlusion of the left internal carotid artery following surg ICA l correction of atyp ICA l coarctation of the aorta.,An 11-year-old boy developed occlusion of the left ICA following surg ICA l correction of atyp ICA l coarctation of the aorta.,An 11-year-old boy developed occlusion of the left islet cell antibodies following surg ICA l correction of atyp ICA l coarctation of the aorta.,following,,
ICA,A 68-year-old man presented with occlusion of the internal carotid artery manifesting as a 6-month history of progressive sensory and motor disturbance of the left lower limb.,A 68-year-old man presented with occlusion of the ICA manifesting as a 6-month history of progressive sensory and motor disturbance of the left lower limb.,A 68-year-old man presented with occlusion of the islet cell antibodies manifesting as a 6-month history of progressive sensory and motor disturbance of the left lower limb.,manifesting,,
ICA,"After anticoagulant therapy was initiated, a covered stent was placed to exclude the carotid aneurysm at the level of extracranial internal carotid artery, with no immediate compl ICA tions.","After anticoagulant therapy was initiated, a covered stent was placed to exclude the carotid aneurysm at the level of extracranial ICA, with no immediate compl ICA tions.","After anticoagulant therapy was initiated, a covered stent was placed to exclude the carotid aneurysm at the level of extracranial islet cell antibodies, with no immediate compl ICA tions.",with,,
ICA,Part 2: Correction for hyperemia was derived from Lindegaards Ratio using extracranial internal carotid artery flow velocity ratio (corrected MCA-MFV/observed MCA-MFV = EC- ICA FV (day1)/observed EC- ICA FV).,Part 2: Correction for hyperemia was derived from Lindegaards Ratio using extracranial ICA flow velocity ratio (corrected MCA-MFV/observed MCA-MFV = EC- ICA FV (day1)/observed EC- ICA FV).,Part 2: Correction for hyperemia was derived from Lindegaards Ratio using extracranial islet cell antibodies flow velocity ratio (corrected MCA-MFV/observed MCA-MFV = EC- ICA FV (day1)/observed EC- ICA FV).,flow,,
ICD,"I have an implantable cardioverter defibrillator, and I've been taking fish oil supplements because I had heard of their potential heart benefits. However, I recently read they might not be safe for people with ICD s. Should I stop taking them?","I have an ICD, and I've been taking fish oil supplements because I had heard of their potential heart benefits. However, I recently read they might not be safe for people with ICD s. Should I stop taking them?","I have an international Classification of Diseases, and I've been taking fish oil supplements because I had heard of their potential heart benefits. However, I recently read they might not be safe for people with ICD s. Should I stop taking them?",and,,
ICD,"Here, we investigate if RPA could be detected during acute ischemia using an implantable cardioverter defibrillator lead (tip to distal coil) located in the right ventricular apex.","Here, we investigate if RPA could be detected during acute ischemia using an ICD lead (tip to distal coil) located in the right ventricular apex.","Here, we investigate if RPA could be detected during acute ischemia using an international Classification of Diseases lead (tip to distal coil) located in the right ventricular apex.",lead,,
ICD,"Although it is clear that the implantable cardioverter defibrillator is efficacious and should be used to prevent a recurrence of sustained ventricular arrhythmia (secondary prevention) in most patients, the guidelines for prophylactic use of ICD s (primary prevention) are less well defined.","Although it is clear that the ICD is efficacious and should be used to prevent a recurrence of sustained ventricular arrhythmia (secondary prevention) in most patients, the guidelines for prophylactic use of ICD s (primary prevention) are less well defined.","Although it is clear that the international Classification of Diseases is efficacious and should be used to prevent a recurrence of sustained ventricular arrhythmia (secondary prevention) in most patients, the guidelines for prophylactic use of ICD s (primary prevention) are less well defined.",efficacious,,
ICD,OBJECTIVE: The purpose of this study was to understand the practical knowledge gained from Internet use by implantable cardioverter defibrillator recipients through hermeneutic interpretation of narrative stories.,OBJECTIVE: The purpose of this study was to understand the practical knowledge gained from Internet use by ICD recipients through hermeneutic interpretation of narrative stories.,OBJECTIVE: The purpose of this study was to understand the practical knowledge gained from Internet use by international Classification of Diseases recipients through hermeneutic interpretation of narrative stories.,recipients,,
ICD,In the symptomatic patients often need an implantable cardioverter defibrillator because of a high incidence of recurrence.,In the symptomatic patients often need an ICD because of a high incidence of recurrence.,In the symptomatic patients often need an international Classification of Diseases because of a high incidence of recurrence.,because,,
INH,Treatment of virulent M. tuberculosis with 5microM DZ4 plus a sub INH ibitory concentration of isoniazid decreased ICL expression and the survival of M. tuberculosis in macrophages but had no obvious influence on the growth of M. tuberculosis in vitro.,Treatment of virulent M. tuberculosis with 5microM DZ4 plus a sub INH ibitory concentration of INH decreased ICL expression and the survival of M. tuberculosis in macrophages but had no obvious influence on the growth of M. tuberculosis in vitro.,Treatment of virulent M. tuberculosis with 5microM DZ4 plus a sub INH ibitory concentration of isonicotinic acid hydrazide decreased ICL expression and the survival of M. tuberculosis in macrophages but had no obvious influence on the growth of M. tuberculosis in vitro.,decreased,,
INH,Health and economic outcomes of isoniazid chemoprevention versus no intervention were compared.,Health and economic outcomes of INH chemoprevention versus no intervention were compared.,Health and economic outcomes of isonicotinic acid hydrazide chemoprevention versus no intervention were compared.,chemoprevention,,
INH,"RESULTS: As a result, the sensitivity for isoniazid was 95% on an average, ranging from 29% to 100%.","RESULTS: As a result, the sensitivity for INH was 95% on an average, ranging from 29% to 100%.","RESULTS: As a result, the sensitivity for isonicotinic acid hydrazide was 95% on an average, ranging from 29% to 100%.",was,,
INH,"Post-OR, 324 patients with a tuberculin skin test result > or =5 mm and/or chest radiograph findings suggestive of past TB were treated for 9 months with isoniazid therefore.","Post-OR, 324 patients with a tuberculin skin test result > or =5 mm and/or chest radiograph findings suggestive of past TB were treated for 9 months with INH therefore.","Post-OR, 324 patients with a tuberculin skin test result > or =5 mm and/or chest radiograph findings suggestive of past TB were treated for 9 months with isonicotinic acid hydrazide therefore.",therefore,,
INH,"The same intermediate is detected in KatG(S315T), a mutant associated with resistance to isoniazid, but with a lower yield, indicating that the organic peroxides cannot react with the heme iron in KatG(S315T) as efficiently as in wild-type KatG.","The same intermediate is detected in KatG(S315T), a mutant associated with resistance to INH, but with a lower yield, indicating that the organic peroxides cannot react with the heme iron in KatG(S315T) as efficiently as in wild-type KatG.","The same intermediate is detected in KatG(S315T), a mutant associated with resistance to isonicotinic acid hydrazide, but with a lower yield, indicating that the organic peroxides cannot react with the heme iron in KatG(S315T) as efficiently as in wild-type KatG.",but,,
ITP,PURPOSE: To identify initial laboratory findings useful for the later diagnosis of idiopathic thrombocytopenic purpura in adult patients with thrombocytopenia.,PURPOSE: To identify initial laboratory findings useful for the later diagnosis of ITP in adult patients with thrombocytopenia.,PURPOSE: To identify initial laboratory findings useful for the later diagnosis of immune thrombocytopenia in adult patients with thrombocytopenia.,in,,
ITP,Data on 90 patients (55 adults and 35 children) with chronic idiopathic thrombocytopenic purpura and a platelet count of<50 x 10(9)/L treated with dapsone at a dose of 1-2 mg/kg/d are presented.,Data on 90 patients (55 adults and 35 children) with chronic ITP and a platelet count of<50 x 10(9)/L treated with dapsone at a dose of 1-2 mg/kg/d are presented.,Data on 90 patients (55 adults and 35 children) with chronic immune thrombocytopenia and a platelet count of<50 x 10(9)/L treated with dapsone at a dose of 1-2 mg/kg/d are presented.,a,,
ITP,Clinical aspects of pregnancy and delivery in patients with chronic idiopathic thrombocytopenic purpura therefore.,Clinical aspects of pregnancy and delivery in patients with chronic ITP therefore.,Clinical aspects of pregnancy and delivery in patients with chronic immune thrombocytopenia therefore.,therefore,,
ITP,"BACKGROUND: idiopathic thrombocytopenic purpura is a condition that often develops in young women and, consequently, physicians should frequently manage and monitor pregnant patients with this disorder.","BACKGROUND: ITP is a condition that often develops in young women and, consequently, physicians should frequently manage and monitor pregnant patients with this disorder.","BACKGROUND: immune thrombocytopenia is a condition that often develops in young women and, consequently, physicians should frequently manage and monitor pregnant patients with this disorder.",is,,
ITP,Since age 21 idiopathic thrombocytopenic purpura was diagnosed and steroid therapy was continued.,Since age 21 ITP was diagnosed and steroid therapy was continued.,Since age 21 immune thrombocytopenia was diagnosed and steroid therapy was continued.,was,,
IUGR,BACKGROUND: intrauterine growth retardation is a major cause of short stature in childhood.,BACKGROUND: IUGR is a major cause of short stature in childhood.,BACKGROUND: Intrauterine growth retarded is a major cause of short stature in childhood.,is,,
IUGR,"CONCLUSION: Parvovirus B19 infection should be excluded in all cases of nonimmune fetal hydrops, severe fetal anemia, cardiomegaly, intrauterine growth retardation and chronic erythroblastopenia diagnosed in the neonatal period or early infancy.","CONCLUSION: Parvovirus B19 infection should be excluded in all cases of nonimmune fetal hydrops, severe fetal anemia, cardiomegaly, IUGR and chronic erythroblastopenia diagnosed in the neonatal period or early infancy.","CONCLUSION: Parvovirus B19 infection should be excluded in all cases of nonimmune fetal hydrops, severe fetal anemia, cardiomegaly, Intrauterine growth retarded and chronic erythroblastopenia diagnosed in the neonatal period or early infancy.",and,,
IUGR,AIM: To investigate the intestine and body development of intrauterine growth retardation rats under early different protein diet and to analyze the correlation between leptin and intestine and body development.,AIM: To investigate the intestine and body development of IUGR rats under early different protein diet and to analyze the correlation between leptin and intestine and body development.,AIM: To investigate the intestine and body development of Intrauterine growth retarded rats under early different protein diet and to analyze the correlation between leptin and intestine and body development.,rats,,
IUGR,We report the variation in birth weight among the Tibetans at different altitudes in India to test the hypothesis of greater protection from intrauterine growth retardation among Tibetan compared with other high-altitude native populations.,We report the variation in birth weight among the Tibetans at different altitudes in India to test the hypothesis of greater protection from IUGR among Tibetan compared with other high-altitude native populations.,We report the variation in birth weight among the Tibetans at different altitudes in India to test the hypothesis of greater protection from Intrauterine growth retarded among Tibetan compared with other high-altitude native populations.,Tibetan,,
IUGR,"To address this, we developed a model of intrauterine growth retardation in the rat that leads to diabetes in adulthood.","To address this, we developed a model of IUGR in the rat that leads to diabetes in adulthood.","To address this, we developed a model of Intrauterine growth retarded in the rat that leads to diabetes in adulthood.",in,,
IVC,Sarcoma of the inferior vena cava is a rare clinical entity.,Sarcoma of the IVC is a rare clinical entity.,Sarcoma of the intravenous cholangiography is a rare clinical entity.,is,,
IVC,"OBJECTIVE: The purpose of this article is to describe the appearance and causes of inferior vena cava filling defects, how such findings may be accurately characterized, and the clinical significance of IVC filling defects.","OBJECTIVE: The purpose of this article is to describe the appearance and causes of IVC filling defects, how such findings may be accurately characterized, and the clinical significance of IVC filling defects.","OBJECTIVE: The purpose of this article is to describe the appearance and causes of intravenous cholangiography filling defects, how such findings may be accurately characterized, and the clinical significance of IVC filling defects.",filling,,
IVC,METHODS: All patients who underwent preoperative insertion of inferior vena cava filters as prophylaxis for pulmonary emboli were reviewed.,METHODS: All patients who underwent preoperative insertion of IVC filters as prophylaxis for pulmonary emboli were reviewed.,METHODS: All patients who underwent preoperative insertion of intravenous cholangiography filters as prophylaxis for pulmonary emboli were reviewed.,filters,,
IVC,Surgical interruption of the inferior vena cava as a means to prevent pulmonary embolism and its consequences has been entertained since the end of the 19th century.,Surgical interruption of the IVC as a means to prevent pulmonary embolism and its consequences has been entertained since the end of the 19th century.,Surgical interruption of the intravenous cholangiography as a means to prevent pulmonary embolism and its consequences has been entertained since the end of the 19th century.,as,,
IVC,Leiomyosarcoma of the inferior vena cava is a rare lesion with less than 300 cases reported.,Leiomyosarcoma of the IVC is a rare lesion with less than 300 cases reported.,Leiomyosarcoma of the intravenous cholangiography is a rare lesion with less than 300 cases reported.,is,,
IVP,"In addition to CT, intravenous pyelography or retrograde pyelography may be required for full characterization of the injury.","In addition to CT, IVP or retrograde pyelography may be required for full characterization of the injury.","In addition to CT, vitro produced or retrograde pyelography may be required for full characterization of the injury.",or,,
IVP,intravenous pyelography is adequate if this is the only imaging modality available and if no concomitant injuries to the abdominal structure are suspected.,IVP is adequate if this is the only imaging modality available and if no concomitant injuries to the abdominal structure are suspected.,vitro produced is adequate if this is the only imaging modality available and if no concomitant injuries to the abdominal structure are suspected.,is,,
IVP,intravenous pyelography and cystoscopy excluded any association of the mass with the urinary tract.,IVP and cystoscopy excluded any association of the mass with the urinary tract.,vitro produced and cystoscopy excluded any association of the mass with the urinary tract.,and,,
IVP,"Moreover, no evidence of upper urinary tract deterioration was found by either intravenous pyelography or renal ultrasound scanning taken the year before this admission.","Moreover, no evidence of upper urinary tract deterioration was found by either IVP or renal ultrasound scanning taken the year before this admission.","Moreover, no evidence of upper urinary tract deterioration was found by either vitro produced or renal ultrasound scanning taken the year before this admission.",or,,
IVP,"In group 1, intravenous pyelography and renal scintigraphy were performed to 17 renal units preoperatively.","In group 1, IVP and renal scintigraphy were performed to 17 renal units preoperatively.","In group 1, vitro produced and renal scintigraphy were performed to 17 renal units preoperatively.",and,,
LAD,Cardiac CTA was performed and revealed a severely stenotic lesion at the proximal left anterior descending coronary artery with left ventricular ejection fraction of 53% and hypokinesia of anteroseptal and apical wall.,Cardiac CTA was performed and revealed a severely stenotic lesion at the proximal LAD with left ventricular ejection fraction of 53% and hypokinesia of anteroseptal and apical wall.,Cardiac CTA was performed and revealed a severely stenotic lesion at the proximal Leukocyte adhesion deficiency with left ventricular ejection fraction of 53% and hypokinesia of anteroseptal and apical wall.,with,,
LAD,Patients with anatomical LVA by echocardiography were identified and those who presented to the ED with ischemic symptoms and STE of at least 1 mm in 2 consecutive leads and ruled out for acute left anterior descending coronary artery occlusion were selected.,Patients with anatomical LVA by echocardiography were identified and those who presented to the ED with ischemic symptoms and STE of at least 1 mm in 2 consecutive leads and ruled out for acute LAD occlusion were selected.,Patients with anatomical LVA by echocardiography were identified and those who presented to the ED with ischemic symptoms and STE of at least 1 mm in 2 consecutive leads and ruled out for acute Leukocyte adhesion deficiency occlusion were selected.,occlusion,,
LAD,We selected 60 consecutive patients who underwent successful left anterior descending coronary artery stenting.,We selected 60 consecutive patients who underwent successful LAD stenting.,We selected 60 consecutive patients who underwent successful Leukocyte adhesion deficiency stenting.,stenting,,
LAD,"METHODS: In open-chest dogs, the left anterior descending coronary artery was perfused through an extracorporeal bypass from the carotid artery.","METHODS: In open-chest dogs, the LAD was perfused through an extracorporeal bypass from the carotid artery.","METHODS: In open-chest dogs, the Leukocyte adhesion deficiency was perfused through an extracorporeal bypass from the carotid artery.",was,,
LAD,(group H) at 15 min before left anterior descending coronary artery occlusion.,(group H) at 15 min before LAD occlusion.,(group H) at 15 min before Leukocyte adhesion deficiency occlusion.,occlusion,,
LDL,"In addition to reducing serum total and low-density lipoprotein cholesterol (p<0.0001), statin treatment was associated with a significant reduction in mean serum zinc (9%, p = 0.03), copper (9%, p<0.01), caeruloplasmin (24%, p<0.05), and median CRP (45%, p<0.03).","In addition to reducing serum total and LDL cholesterol (p<0.0001), statin treatment was associated with a significant reduction in mean serum zinc (9%, p = 0.03), copper (9%, p<0.01), caeruloplasmin (24%, p<0.05), and median CRP (45%, p<0.03).","In addition to reducing serum total and loudness discomfort level cholesterol (p<0.0001), statin treatment was associated with a significant reduction in mean serum zinc (9%, p = 0.03), copper (9%, p<0.01), caeruloplasmin (24%, p<0.05), and median CRP (45%, p<0.03).",cholesterol,,
LDL,OBJECT: Reactive species of oxygen and nitrogen mediate the oxidative modification of low-density lipoprotein therefore.,OBJECT: Reactive species of oxygen and nitrogen mediate the oxidative modification of LDL therefore.,OBJECT: Reactive species of oxygen and nitrogen mediate the oxidative modification of loudness discomfort level therefore.,therefore,,
LDL,"Elevated time-averaged WSSG was found at the same region, where the elevated low-density lipoprotein permeability was observed as reported in the literature.","Elevated time-averaged WSSG was found at the same region, where the elevated LDL permeability was observed as reported in the literature.","Elevated time-averaged WSSG was found at the same region, where the elevated loudness discomfort level permeability was observed as reported in the literature.",permeability,,
LDL,Total and low-density lipoprotein cholesterol levels are usually normal if glycemic control is adequate but LDL particles are small and dense.,Total and LDL cholesterol levels are usually normal if glycemic control is adequate but LDL particles are small and dense.,Total and loudness discomfort level cholesterol levels are usually normal if glycemic control is adequate but LDL particles are small and dense.,cholesterol,,
LDL,CONTEXT: Serum total and low-density lipoprotein cholesterol contribute significantly to atherosclerosis and its clinical sequelae.,CONTEXT: Serum total and LDL cholesterol contribute significantly to atherosclerosis and its clinical sequelae.,CONTEXT: Serum total and loudness discomfort level cholesterol contribute significantly to atherosclerosis and its clinical sequelae.,cholesterol,,
LMP,"Both the infected HSC-39 cells and the clones expressed EBNA1 and EBER, but did not express EBNA2, latent membrane protein 1 and LMP 2A.","Both the infected HSC-39 cells and the clones expressed EBNA1 and EBER, but did not express EBNA2, LMP 1 and LMP 2A.","Both the infected HSC-39 cells and the clones expressed EBNA1 and EBER, but did not express EBNA2, low malignant potential 1 and LMP 2A.",LMP,,
LMP,"The Epstein-Barr virus latent membrane protein 1 is a versatile protein that has profound effects on target cells through its effect on constitutive cellular proteins, e.g.","The Epstein-Barr virus LMP 1 is a versatile protein that has profound effects on target cells through its effect on constitutive cellular proteins, e.g.","The Epstein-Barr virus low malignant potential 1 is a versatile protein that has profound effects on target cells through its effect on constitutive cellular proteins, e.g.",is,,
LMP,"In the two cases of polymorphic and the one case of monomorphic PTLD, the presence of EBV was visualised by immunohistochemical staining of some transformed lymphoid cells for latent membrane protein of EBV therefore.","In the two cases of polymorphic and the one case of monomorphic PTLD, the presence of EBV was visualised by immunohistochemical staining of some transformed lymphoid cells for LMP of EBV therefore.","In the two cases of polymorphic and the one case of monomorphic PTLD, the presence of EBV was visualised by immunohistochemical staining of some transformed lymphoid cells for low malignant potential of EBV therefore.",therefore,,
LMP,"EBNA2 and latent membrane protein 1 mRNAs were not detected in all cases, while LMP 2A mRNA was detected in 2 cases.","EBNA2 and LMP 1 mRNAs were not detected in all cases, while LMP 2A mRNA was detected in 2 cases.","EBNA2 and low malignant potential 1 mRNAs were not detected in all cases, while LMP 2A mRNA was detected in 2 cases.",mRNAs,,
LMP,"Infected NK-cell-specific CTLp frequencies of the patients were at undetectable levels despite their expression of latent membrane protein 1, suggesting mechanisms to escape immunologic surveillance.","Infected NK-cell-specific CTLp frequencies of the patients were at undetectable levels despite their expression of LMP 1, suggesting mechanisms to escape immunologic surveillance.","Infected NK-cell-specific CTLp frequencies of the patients were at undetectable levels despite their expression of low malignant potential 1, suggesting mechanisms to escape immunologic surveillance.",suggesting,,
MAI,We present a case of Mycobacterium avium-intracellulare infection of the ankle joint in a patient with HIV infection.,We present a case of MAI infection of the ankle joint in a patient with HIV infection.,We present a case of mitotic activity index infection of the ankle joint in a patient with HIV infection.,infection,,
