abbr,sentence_a,sentence_b,sentence_c
EEG,The identification of effective connectivity from time-series data such as electroencephalogram ( EEG ) or time-resolved function magnetic resonance imaging (fMRI) recordings is an important problem in brain imaging.,The identification of effective connectivity from time-series data such as electroencephalogram ( EEG ) or time-resolved function magnetic resonance imaging (fMRI) recordings is an important problem in brain imaging.,The identification of effective connectivity from time-series data such as electroencephalogram ( EEG ) or time-resolved function magnetic resonance imaging (fMRI) recordings is an important problem in brain imaging.
EEG,"Many implementations of electroencephalogram ( EEG ) dipole source localization neglect the anisotropical conductivities inherent to brain tissues, such as the skull and white matter anisotropy.","Many implementations of electroencephalogram ( EEG ) dipole source localization neglect the anisotropical conductivities inherent to brain tissues, such as the skull and white matter anisotropy.","Many implementations of electroencephalogram ( EEG ) dipole source localization neglect the anisotropical conductivities inherent to brain tissues, such as the skull and white matter anisotropy."
EEG,"However, limited data are obtained from primate animals and few studies analyze electroencephalogram ( EEG ) in the gamma band, which plays an important role in cognitive functions.","However, limited data are obtained from primate animals and few studies analyze electroencephalogram ( EEG ) in the gamma band, which plays an important role in cognitive functions.","However, limited data are obtained from primate animals and few studies analyze electroencephalogram ( EEG ) in the gamma band, which plays an important role in cognitive functions."
EGD,"Dyspeptic patients over 55 yr of age, or those with alarm features should undergo prompt esophagogastroduodenoscopy ( EGD ).","Dyspeptic patients over 55 yr of age, or those with alarm features should undergo prompt esophagogastroduodenoscopy ( EGD ).","Dyspeptic patients over 55 yr of age, or those with alarm features should undergo prompt esophagogastroduodenoscopy ( EGD )."
EGD,"However, when lesions within the reach of standard esophagogastroduodenoscopy ( EGD ) were excluded, the yield of push enteroscopy was slightly higher in the group with recurrent obscure/overt bleeding (41 %) than in the groups with persistent obscure/overt bleeding (33 %) and obscure/occult bleeding (26 %).","However, when lesions within the reach of standard esophagogastroduodenoscopy ( EGD ) were excluded, the yield of push enteroscopy was slightly higher in the group with recurrent obscure/overt bleeding (41 %) than in the groups with persistent obscure/overt bleeding (33 %) and obscure/occult bleeding (26 %).","However, when lesions within the reach of standard esophagogastroduodenoscopy ( EGD ) were excluded, the yield of push enteroscopy was slightly higher in the group with recurrent obscure/overt bleeding (41 %) than in the groups with persistent obscure/overt bleeding (33 %) and obscure/occult bleeding (26 %)."
EGD,"In patients with low pepsinogen I concentrations and hypergastrinemia, esophagogastroduodenoscopy ( EGD ) was performed.","In patients with low pepsinogen I concentrations and hypergastrinemia, esophagogastroduodenoscopy ( EGD ) was performed.","In patients with low pepsinogen I concentrations and hypergastrinemia, esophagogastroduodenoscopy ( EGD ) was performed."
EGD,esophagogastroduodenoscopy ( EGD ) revealed a 30-mm-diameter semipedunculated lesion with an irregular surface in the fundus of the stomach.,esophagogastroduodenoscopy ( EGD ) revealed a 30-mm-diameter semipedunculated lesion with an irregular surface in the fundus of the stomach.,esophagogastroduodenoscopy ( EGD ) revealed a 30-mm-diameter semipedunculated lesion with an irregular surface in the fundus of the stomach.
EGD,"The wireless capsule can be placed in a sedated individual at the time of esophagogastroduodenoscopy ( EGD ) or in an unsedated individual at a time after the initial EGD , at the time of esophageal manometry or at the time of transnasal esophagoscopy.","The wireless capsule can be placed in a sedated individual at the time of esophagogastroduodenoscopy ( EGD ) or in an unsedated individual at a time after the initial EGD , at the time of esophageal manometry or at the time of transnasal esophagoscopy.","The wireless capsule can be placed in a sedated individual at the time of esophagogastroduodenoscopy ( EGD ) or in an unsedated individual at a time after the initial EGD , at the time of esophageal manometry or at the time of transnasal esophagoscopy."
EGD,"An esophagogastroduodenoscopy ( EGD ) was performed revealing nodular masses, which resolved after appropriate therapy with penicillin.","An esophagogastroduodenoscopy ( EGD ) was performed revealing nodular masses, which resolved after appropriate therapy with penicillin.","An esophagogastroduodenoscopy ( EGD ) was performed revealing nodular masses, which resolved after appropriate therapy with penicillin."
EGD,"Fifty-one patients (26 men, 25 women; mean age, 52.4 years) were included in this study, and all underwent esophagogastroduodenoscopy ( EGD ).","Fifty-one patients (26 men, 25 women; mean age, 52.4 years) were included in this study, and all underwent esophagogastroduodenoscopy ( EGD ).","Fifty-one patients (26 men, 25 women; mean age, 52.4 years) were included in this study, and all underwent esophagogastroduodenoscopy ( EGD )."
EGD,"In each patient, contrast esophagrams or esophagogastroduodenoscopy ( EGD ) demonstrated mid-esophageal traction diverticula, and serologic findings were compatible with acute or recent histoplasmosis.","In each patient, contrast esophagrams or esophagogastroduodenoscopy ( EGD ) demonstrated mid-esophageal traction diverticula, and serologic findings were compatible with acute or recent histoplasmosis.","In each patient, contrast esophagrams or esophagogastroduodenoscopy ( EGD ) demonstrated mid-esophageal traction diverticula, and serologic findings were compatible with acute or recent histoplasmosis."
EGD,Patients attending the ophthalmology and cardiology outpatient clinics who had a medical history of more than 3 months of regular aspirin consumption were referred for esophagogastroduodenoscopy ( EGD ).,Patients attending the ophthalmology and cardiology outpatient clinics who had a medical history of more than 3 months of regular aspirin consumption were referred for esophagogastroduodenoscopy ( EGD ).,Patients attending the ophthalmology and cardiology outpatient clinics who had a medical history of more than 3 months of regular aspirin consumption were referred for esophagogastroduodenoscopy ( EGD ).
EGD,The aim of this study was to show whether transnasal esophagogastroduodenoscopy ( EGD ) offers a feasible and effective alternative method for PEG placement in these selected patients.,The aim of this study was to show whether transnasal esophagogastroduodenoscopy ( EGD ) offers a feasible and effective alternative method for PEG placement in these selected patients.,The aim of this study was to show whether transnasal esophagogastroduodenoscopy ( EGD ) offers a feasible and effective alternative method for PEG placement in these selected patients.
EGD,All patients underwent esophagogastroduodenoscopy ( EGD ) followed by CE within 24 h.,All patients underwent esophagogastroduodenoscopy ( EGD ) followed by CE within 24 h.,All patients underwent esophagogastroduodenoscopy ( EGD ) followed by CE within 24 h.
EGD,"In the present study, a diagnostic approach was tested in patients with obscure digestive bleeding in which CE was included as the initial examination of the small bowel when the esophagogastroduodenoscopy ( EGD ) and colonoscopy findings were normal.","In the present study, a diagnostic approach was tested in patients with obscure digestive bleeding in which CE was included as the initial examination of the small bowel when the esophagogastroduodenoscopy ( EGD ) and colonoscopy findings were normal.","In the present study, a diagnostic approach was tested in patients with obscure digestive bleeding in which CE was included as the initial examination of the small bowel when the esophagogastroduodenoscopy ( EGD ) and colonoscopy findings were normal."
EGD,esophagogastroduodenoscopy ( EGD ) revealed normal esophageal mucosa and a mass in the gastric cardia.,esophagogastroduodenoscopy ( EGD ) revealed normal esophageal mucosa and a mass in the gastric cardia.,esophagogastroduodenoscopy ( EGD ) revealed normal esophageal mucosa and a mass in the gastric cardia.
EGD,esophagogastroduodenoscopy ( EGD ) has replaced X-ray diagnosis as the standard method for assessment of the upper gastrointestinal tract.,esophagogastroduodenoscopy ( EGD ) has replaced X-ray diagnosis as the standard method for assessment of the upper gastrointestinal tract.,esophagogastroduodenoscopy ( EGD ) has replaced X-ray diagnosis as the standard method for assessment of the upper gastrointestinal tract.
EGD,"RESULTS: A total of 597 patients underwent OLT, and 345 were evaluated preoperatively with esophagogastroduodenoscopy ( EGD ).","RESULTS: A total of 597 patients underwent OLT, and 345 were evaluated preoperatively with esophagogastroduodenoscopy ( EGD ).","RESULTS: A total of 597 patients underwent OLT, and 345 were evaluated preoperatively with esophagogastroduodenoscopy ( EGD )."
EHL,We present one case of retained CBD stone after 2 failed endoscopic sphincterotomies and balloon/basket extraction treated by electrohydraulic lithotripsy ( EHL ).,We present one case of retained CBD stone after 2 failed endoscopic sphincterotomies and balloon/basket extraction treated by electrohydraulic lithotripsy ( EHL ).,We present one case of retained CBD stone after 2 failed endoscopic sphincterotomies and balloon/basket extraction treated by electrohydraulic lithotripsy ( EHL ).
EHL,"Conventional methods, including electrohydraulic lithotripsy ( EHL ), occasionally fail due to the inability to access or capture the impacted stones in the narrow, spirally long cystic duct.","Conventional methods, including electrohydraulic lithotripsy ( EHL ), occasionally fail due to the inability to access or capture the impacted stones in the narrow, spirally long cystic duct.","Conventional methods, including electrohydraulic lithotripsy ( EHL ), occasionally fail due to the inability to access or capture the impacted stones in the narrow, spirally long cystic duct."
EHL,"The indications were: firstly, SODAC-guided electrohydraulic lithotripsy ( EHL ) of stones in which conventional methods, including mechanical lithotripsy, had not been successful (52 SODAC procedures in 26 patients); and secondly, direct visualization of the biliary tree after cholangiography to assess the presence of stones (57 SODAC procedures in 49 patients).","The indications were: firstly, SODAC-guided electrohydraulic lithotripsy ( EHL ) of stones in which conventional methods, including mechanical lithotripsy, had not been successful (52 SODAC procedures in 26 patients); and secondly, direct visualization of the biliary tree after cholangiography to assess the presence of stones (57 SODAC procedures in 49 patients).","The indications were: firstly, SODAC-guided electrohydraulic lithotripsy ( EHL ) of stones in which conventional methods, including mechanical lithotripsy, had not been successful (52 SODAC procedures in 26 patients); and secondly, direct visualization of the biliary tree after cholangiography to assess the presence of stones (57 SODAC procedures in 49 patients)."
EHL,"Using a semirigid 6.8F 43-cm ureteroscope and routine antibiotic prophylaxis, stones were fragmented with a pulsed-dye laser (N = 14; stone size 6-15 mm with a mean of 9.6 mm), electrohydraulic lithotripsy ( EHL ) (N = 26; stone size 3-20 mm with a mean of 8.4 mm), or a holmium laser (N = 7; stone size 5-15 mm with a mean of 10 mm); removed by basket extraction (N = 5; stone size 5-8 mm with a mean of 7 mm); or both.","Using a semirigid 6.8F 43-cm ureteroscope and routine antibiotic prophylaxis, stones were fragmented with a pulsed-dye laser (N = 14; stone size 6-15 mm with a mean of 9.6 mm), electrohydraulic lithotripsy ( EHL ) (N = 26; stone size 3-20 mm with a mean of 8.4 mm), or a holmium laser (N = 7; stone size 5-15 mm with a mean of 10 mm); removed by basket extraction (N = 5; stone size 5-8 mm with a mean of 7 mm); or both.","Using a semirigid 6.8F 43-cm ureteroscope and routine antibiotic prophylaxis, stones were fragmented with a pulsed-dye laser (N = 14; stone size 6-15 mm with a mean of 9.6 mm), electrohydraulic lithotripsy ( EHL ) (N = 26; stone size 3-20 mm with a mean of 8.4 mm), or a holmium laser (N = 7; stone size 5-15 mm with a mean of 10 mm); removed by basket extraction (N = 5; stone size 5-8 mm with a mean of 7 mm); or both."
EHL,"Bladder calculi were treated endoscopically by litholapaxy, electrohydraulic lithotripsy ( EHL ), or holmium:YAG laser lithotripsy.","Bladder calculi were treated endoscopically by litholapaxy, electrohydraulic lithotripsy ( EHL ), or holmium:YAG laser lithotripsy.","Bladder calculi were treated endoscopically by litholapaxy, electrohydraulic lithotripsy ( EHL ), or holmium:YAG laser lithotripsy."
EHL,He developed bladder stones and electrohydraulic lithotripsy ( EHL ) was performed in May 2002.,He developed bladder stones and electrohydraulic lithotripsy ( EHL ) was performed in May 2002.,He developed bladder stones and electrohydraulic lithotripsy ( EHL ) was performed in May 2002.
EHL,"Studies on the subject reported many cases where mechanical lithotripsy is combined with a second technique, e.g. electrohydraulic lithotripsy ( EHL ), where stones are crushed using baby-mother scope electric shock.","Studies on the subject reported many cases where mechanical lithotripsy is combined with a second technique, e.g. electrohydraulic lithotripsy ( EHL ), where stones are crushed using baby-mother scope electric shock.","Studies on the subject reported many cases where mechanical lithotripsy is combined with a second technique, e.g. electrohydraulic lithotripsy ( EHL ), where stones are crushed using baby-mother scope electric shock."
EHL,"The large stone not removable with conventional endoscopic techniques, can be effectively and safely managed with electrohydraulic lithotripsy ( EHL ).","The large stone not removable with conventional endoscopic techniques, can be effectively and safely managed with electrohydraulic lithotripsy ( EHL ).","The large stone not removable with conventional endoscopic techniques, can be effectively and safely managed with electrohydraulic lithotripsy ( EHL )."
EHL,"Although electrohydraulic lithotripsy ( EHL ) is regularly used to fragment urinary calculi, it has the potential to cause significant renal tract damage.","Although electrohydraulic lithotripsy ( EHL ) is regularly used to fragment urinary calculi, it has the potential to cause significant renal tract damage.","Although electrohydraulic lithotripsy ( EHL ) is regularly used to fragment urinary calculi, it has the potential to cause significant renal tract damage."
EHL,The 1.6F electrohydraulic lithotripsy ( EHL ) probe had minimal influence on deflectability compared with the 3.0F EHL probe.,The 1.6F electrohydraulic lithotripsy ( EHL ) probe had minimal influence on deflectability compared with the 3.0F EHL probe.,The 1.6F electrohydraulic lithotripsy ( EHL ) probe had minimal influence on deflectability compared with the 3.0F EHL probe.
EHL,"Modified methods, including simplification of tract establishment and stricture dilation and electrohydraulic lithotripsy ( EHL ) were used in 60 patients (Group B).","Modified methods, including simplification of tract establishment and stricture dilation and electrohydraulic lithotripsy ( EHL ) were used in 60 patients (Group B).","Modified methods, including simplification of tract establishment and stricture dilation and electrohydraulic lithotripsy ( EHL ) were used in 60 patients (Group B)."
EHL,Intraoperative pancreatoscopy with electrohydraulic lithotripsy ( EHL ) is a novel technique that avoids resection and eradicates intraductal lithiasis in the head of the gland.,Intraoperative pancreatoscopy with electrohydraulic lithotripsy ( EHL ) is a novel technique that avoids resection and eradicates intraductal lithiasis in the head of the gland.,Intraoperative pancreatoscopy with electrohydraulic lithotripsy ( EHL ) is a novel technique that avoids resection and eradicates intraductal lithiasis in the head of the gland.
EHL,electrohydraulic lithotripsy ( EHL ) was used to fragment the stones and a basket or a grasper used to retrieve the fragments.,electrohydraulic lithotripsy ( EHL ) was used to fragment the stones and a basket or a grasper used to retrieve the fragments.,electrohydraulic lithotripsy ( EHL ) was used to fragment the stones and a basket or a grasper used to retrieve the fragments.
EHL,The purpose of this paper is to determine the efficacy of electrohydraulic lithotripsy ( EHL ) as an alternative form of treatment of gastric bezoars.,The purpose of this paper is to determine the efficacy of electrohydraulic lithotripsy ( EHL ) as an alternative form of treatment of gastric bezoars.,The purpose of this paper is to determine the efficacy of electrohydraulic lithotripsy ( EHL ) as an alternative form of treatment of gastric bezoars.
EKG,"To verify the prevalence of ischemic myocardial abnormalities, 67 patients with type 2 diabetes mellitus (DM2) with normal basal electrocardiogram ( EKG ) or with ventricular repolarization abnormalities were evaluated by a perfusional myocardial scintigraphy.","To verify the prevalence of ischemic myocardial abnormalities, 67 patients with type 2 diabetes mellitus (DM2) with normal basal electrocardiogram ( EKG ) or with ventricular repolarization abnormalities were evaluated by a perfusional myocardial scintigraphy.","To verify the prevalence of ischemic myocardial abnormalities, 67 patients with type 2 diabetes mellitus (DM2) with normal basal electrocardiogram ( EKG ) or with ventricular repolarization abnormalities were evaluated by a perfusional myocardial scintigraphy."
EKG,"They open the possibility for capturing clinical data in a prehospital setting (e.g., a patient's home) using various devices, such as personal digital assistants, laptops, digital electrocardiogram ( EKG ) machines, and even cellular phones, and transmitting the captured data to a physician or hospital.","They open the possibility for capturing clinical data in a prehospital setting (e.g., a patient's home) using various devices, such as personal digital assistants, laptops, digital electrocardiogram ( EKG ) machines, and even cellular phones, and transmitting the captured data to a physician or hospital.","They open the possibility for capturing clinical data in a prehospital setting (e.g., a patient's home) using various devices, such as personal digital assistants, laptops, digital electrocardiogram ( EKG ) machines, and even cellular phones, and transmitting the captured data to a physician or hospital."
EKG,"She had typical chest pain for myocardial ischemia, associated with ST elevations on the electrocardiogram ( EKG ) and elevations of cardiac injury markers diagnostic of infarction.","She had typical chest pain for myocardial ischemia, associated with ST elevations on the electrocardiogram ( EKG ) and elevations of cardiac injury markers diagnostic of infarction.","She had typical chest pain for myocardial ischemia, associated with ST elevations on the electrocardiogram ( EKG ) and elevations of cardiac injury markers diagnostic of infarction."
EKG,"Because myocyte depolarization and repolarization depend on intra- and extracellular shifts in ion gradients, abnormal serum electrolyte levels can have profound effects on cardiac conduction and the electrocardiogram ( EKG ).","Because myocyte depolarization and repolarization depend on intra- and extracellular shifts in ion gradients, abnormal serum electrolyte levels can have profound effects on cardiac conduction and the electrocardiogram ( EKG ).","Because myocyte depolarization and repolarization depend on intra- and extracellular shifts in ion gradients, abnormal serum electrolyte levels can have profound effects on cardiac conduction and the electrocardiogram ( EKG )."
EKG,"All outpatient follow-up histories, electrocardiogram ( EKG ) rhythm strips, and chronic threshold test data were also retrieved.","All outpatient follow-up histories, electrocardiogram ( EKG ) rhythm strips, and chronic threshold test data were also retrieved.","All outpatient follow-up histories, electrocardiogram ( EKG ) rhythm strips, and chronic threshold test data were also retrieved."
EKG,"In this study, we used autoregressive spectral analysis of the electrocardiogram ( EKG ) interbeat interval sequence to characterize stress-related changes in heart rate variability during sleep in 59 healthy men and women.","In this study, we used autoregressive spectral analysis of the electrocardiogram ( EKG ) interbeat interval sequence to characterize stress-related changes in heart rate variability during sleep in 59 healthy men and women.","In this study, we used autoregressive spectral analysis of the electrocardiogram ( EKG ) interbeat interval sequence to characterize stress-related changes in heart rate variability during sleep in 59 healthy men and women."
EKG,"The Imaging system captures clinical images, scanned documents, electrocardiogram ( EKG ) waveforms, and radiology images.","The Imaging system captures clinical images, scanned documents, electrocardiogram ( EKG ) waveforms, and radiology images.","The Imaging system captures clinical images, scanned documents, electrocardiogram ( EKG ) waveforms, and radiology images."
EKG,A 24-h electrocardiogram ( EKG ) was recorded and blood pressure was measured.,A 24-h electrocardiogram ( EKG ) was recorded and blood pressure was measured.,A 24-h electrocardiogram ( EKG ) was recorded and blood pressure was measured.
EKG,CHANGES IN PRACTICE have made knowledge of the cardiac conduction system and basic electrocardiogram ( EKG ) interpretation a necessity because perioperative nurses are required to manage an increasing number of patients undergoing i.v. conscious sedation who require EKG monitoring.,CHANGES IN PRACTICE have made knowledge of the cardiac conduction system and basic electrocardiogram ( EKG ) interpretation a necessity because perioperative nurses are required to manage an increasing number of patients undergoing i.v. conscious sedation who require EKG monitoring.,CHANGES IN PRACTICE have made knowledge of the cardiac conduction system and basic electrocardiogram ( EKG ) interpretation a necessity because perioperative nurses are required to manage an increasing number of patients undergoing i.v. conscious sedation who require EKG monitoring.
EKG,"Eighty samples of recordings with spikes and evident artifacts of electrocardiogram ( EKG ), eye movements, 50-Hz interference, muscle, or electrode artifact were studied.","Eighty samples of recordings with spikes and evident artifacts of electrocardiogram ( EKG ), eye movements, 50-Hz interference, muscle, or electrode artifact were studied.","Eighty samples of recordings with spikes and evident artifacts of electrocardiogram ( EKG ), eye movements, 50-Hz interference, muscle, or electrode artifact were studied."
EKG,"The electrocardiogram ( EKG ) revealed a wide QRS complex, prolongation of the QTc interval, and left bundle branch pattern.","The electrocardiogram ( EKG ) revealed a wide QRS complex, prolongation of the QTc interval, and left bundle branch pattern.","The electrocardiogram ( EKG ) revealed a wide QRS complex, prolongation of the QTc interval, and left bundle branch pattern."
EKG,Accidental intravascular injection of an epinephrine-containing test dose increases T-wave amplitude of lead II electrocardiogram ( EKG ) in anesthetized children.,Accidental intravascular injection of an epinephrine-containing test dose increases T-wave amplitude of lead II electrocardiogram ( EKG ) in anesthetized children.,Accidental intravascular injection of an epinephrine-containing test dose increases T-wave amplitude of lead II electrocardiogram ( EKG ) in anesthetized children.
EMG,A system for Electromyographic ( EMG ) triggering of robot-assisted therapy (dubbed the EMG game) for stroke patients is presented.,A system for Electromyographic ( EMG ) triggering of robot-assisted therapy (dubbed the EMG game) for stroke patients is presented.,A system for Electromyographic ( EMG ) triggering of robot-assisted therapy (dubbed the EMG game) for stroke patients is presented.
EMG,"In peripherlal ischemia, during preischemia, ischemia and reperfusion conditions the Electromyographic ( EMG ) potentials in the muscles were recorded.","In peripherlal ischemia, during preischemia, ischemia and reperfusion conditions the Electromyographic ( EMG ) potentials in the muscles were recorded.","In peripherlal ischemia, during preischemia, ischemia and reperfusion conditions the Electromyographic ( EMG ) potentials in the muscles were recorded."
EMG,"METHODS: In 13 AO patients, the BR was elicited using a concentric electrode and recorded bilaterally with surface Electromyographic ( EMG ) electrodes on both orbicularis oculi muscles.","METHODS: In 13 AO patients, the BR was elicited using a concentric electrode and recorded bilaterally with surface Electromyographic ( EMG ) electrodes on both orbicularis oculi muscles.","METHODS: In 13 AO patients, the BR was elicited using a concentric electrode and recorded bilaterally with surface Electromyographic ( EMG ) electrodes on both orbicularis oculi muscles."
EMG,"They were asked to fill out questionnaires, undergo a calibrated clinical examination of their jaws and teeth, and perform 6 consecutive nightly masseter Electromyographic ( EMG ) recordings with a portable EMG recording system in their home.","They were asked to fill out questionnaires, undergo a calibrated clinical examination of their jaws and teeth, and perform 6 consecutive nightly masseter Electromyographic ( EMG ) recordings with a portable EMG recording system in their home.","They were asked to fill out questionnaires, undergo a calibrated clinical examination of their jaws and teeth, and perform 6 consecutive nightly masseter Electromyographic ( EMG ) recordings with a portable EMG recording system in their home."
EMG,"We assessed gait and Electromyographic ( EMG ) patterns of the ankle flexor tibialis anterior and the knee extensor vastus lateralis of the hindlimb, and triceps brachii of the forelimb, during overground locomotion, spontaneous rotation (turning) and apomorphine-induced rotation.","We assessed gait and Electromyographic ( EMG ) patterns of the ankle flexor tibialis anterior and the knee extensor vastus lateralis of the hindlimb, and triceps brachii of the forelimb, during overground locomotion, spontaneous rotation (turning) and apomorphine-induced rotation.","We assessed gait and Electromyographic ( EMG ) patterns of the ankle flexor tibialis anterior and the knee extensor vastus lateralis of the hindlimb, and triceps brachii of the forelimb, during overground locomotion, spontaneous rotation (turning) and apomorphine-induced rotation."
EMG,"This study examined whether different levels of Electromyographic ( EMG ) activity in the pectoralis major and triceps brachii muscles are required to perform push-ups from each of 3 different hand positions: shoulder width base, wide base, and narrow base hand placements.","This study examined whether different levels of Electromyographic ( EMG ) activity in the pectoralis major and triceps brachii muscles are required to perform push-ups from each of 3 different hand positions: shoulder width base, wide base, and narrow base hand placements.","This study examined whether different levels of Electromyographic ( EMG ) activity in the pectoralis major and triceps brachii muscles are required to perform push-ups from each of 3 different hand positions: shoulder width base, wide base, and narrow base hand placements."
EMG,"As the subject performed the isometric exertions, the Electromyographic ( EMG ) activity of trunk extensors and knee extensors were collected and during the dynamic lifting tasks the whole body kinematics were collected.","As the subject performed the isometric exertions, the Electromyographic ( EMG ) activity of trunk extensors and knee extensors were collected and during the dynamic lifting tasks the whole body kinematics were collected.","As the subject performed the isometric exertions, the Electromyographic ( EMG ) activity of trunk extensors and knee extensors were collected and during the dynamic lifting tasks the whole body kinematics were collected."
EMG,Electromyographic ( EMG ) activities were also recorded.,Electromyographic ( EMG ) activities were also recorded.,Electromyographic ( EMG ) activities were also recorded.
EMG,"Surface Electromyographic ( EMG ) recordings were obtained from the anterior temporal muscle, masseter muscle, and the submandibular group in the region of the anterior belly of the digastric muscle on the left and right sides.","Surface Electromyographic ( EMG ) recordings were obtained from the anterior temporal muscle, masseter muscle, and the submandibular group in the region of the anterior belly of the digastric muscle on the left and right sides.","Surface Electromyographic ( EMG ) recordings were obtained from the anterior temporal muscle, masseter muscle, and the submandibular group in the region of the anterior belly of the digastric muscle on the left and right sides."
EMG,The Electromyographic ( EMG ) patterns of people with stroke and people who were healthy were analyzed to characterize GS development in relation to joint involvement and to attempt to relate these findings to clinical observations.,The Electromyographic ( EMG ) patterns of people with stroke and people who were healthy were analyzed to characterize GS development in relation to joint involvement and to attempt to relate these findings to clinical observations.,The Electromyographic ( EMG ) patterns of people with stroke and people who were healthy were analyzed to characterize GS development in relation to joint involvement and to attempt to relate these findings to clinical observations.
EMG,The Electromyographic ( EMG ) signal provides information about the performance of muscles and nerves.,The Electromyographic ( EMG ) signal provides information about the performance of muscles and nerves.,The Electromyographic ( EMG ) signal provides information about the performance of muscles and nerves.
EMG,Electromyographic ( EMG ) signals were recorded via quadrifilar fine-wire electrodes and subsequently decomposed into their constituent motor unit action potentials to obtain the motor unit firing times.,Electromyographic ( EMG ) signals were recorded via quadrifilar fine-wire electrodes and subsequently decomposed into their constituent motor unit action potentials to obtain the motor unit firing times.,Electromyographic ( EMG ) signals were recorded via quadrifilar fine-wire electrodes and subsequently decomposed into their constituent motor unit action potentials to obtain the motor unit firing times.
EMG,"Here, we examined facial Electromyographic ( EMG ) (zygomaticus and corrugator muscle activity), autonomic (skin conductance and heart rate) and subjective measures of affective valence and arousal in patient TG, a 30 year-old man with left anterior mediotemporal and left orbitofrontal lesions resulting from a traumatic brain injury.","Here, we examined facial Electromyographic ( EMG ) (zygomaticus and corrugator muscle activity), autonomic (skin conductance and heart rate) and subjective measures of affective valence and arousal in patient TG, a 30 year-old man with left anterior mediotemporal and left orbitofrontal lesions resulting from a traumatic brain injury.","Here, we examined facial Electromyographic ( EMG ) (zygomaticus and corrugator muscle activity), autonomic (skin conductance and heart rate) and subjective measures of affective valence and arousal in patient TG, a 30 year-old man with left anterior mediotemporal and left orbitofrontal lesions resulting from a traumatic brain injury."
EMG,The time course of the activation of the immobilized muscle was evaluated by recording the chronic Electromyographic ( EMG ) activity during short periods (1 min every other day) of treadmill locomotion.,The time course of the activation of the immobilized muscle was evaluated by recording the chronic Electromyographic ( EMG ) activity during short periods (1 min every other day) of treadmill locomotion.,The time course of the activation of the immobilized muscle was evaluated by recording the chronic Electromyographic ( EMG ) activity during short periods (1 min every other day) of treadmill locomotion.
EMLA,OBJECTIVES: The aims of the present study were to evaluate the efficacy of eutectic mixture of local anesthetics ( EMLA ) cream in transrectal-guided prostate biopsy and to compare its effect with that of other injectable anesthetic procedures.,OBJECTIVES: The aims of the present study were to evaluate the efficacy of eutectic mixture of local anesthetics ( EMLA ) cream in transrectal-guided prostate biopsy and to compare its effect with that of other injectable anesthetic procedures.,OBJECTIVES: The aims of the present study were to evaluate the efficacy of eutectic mixture of local anesthetics ( EMLA ) cream in transrectal-guided prostate biopsy and to compare its effect with that of other injectable anesthetic procedures.
EMLA,OBJECTIVE: To evaluate the role of a new formulation of lidocaine (ELA-max) in local anesthesia in children and compare it with the eutectic mixture of local anesthetics ( EMLA ).,OBJECTIVE: To evaluate the role of a new formulation of lidocaine (ELA-max) in local anesthesia in children and compare it with the eutectic mixture of local anesthetics ( EMLA ).,OBJECTIVE: To evaluate the role of a new formulation of lidocaine (ELA-max) in local anesthesia in children and compare it with the eutectic mixture of local anesthetics ( EMLA ).
EMLA,This literature synthesis reviews evidence for the use of eutectic mixture of local anesthetics ( EMLA ) cream to reduce the pain children experience during venipuncture.,This literature synthesis reviews evidence for the use of eutectic mixture of local anesthetics ( EMLA ) cream to reduce the pain children experience during venipuncture.,This literature synthesis reviews evidence for the use of eutectic mixture of local anesthetics ( EMLA ) cream to reduce the pain children experience during venipuncture.
EMLA,"In this randomized, double-blinded, placebo-controlled, crossover trial of 42 human subjects, we examined the speed of onset of cutaneous anesthesia by eutectic mixture of local anesthetics ( EMLA ) cream after brief (approximately 10-s) pretreatment of the underlying skin withlow-frequency (55 kHz) ultrasound.","In this randomized, double-blinded, placebo-controlled, crossover trial of 42 human subjects, we examined the speed of onset of cutaneous anesthesia by eutectic mixture of local anesthetics ( EMLA ) cream after brief (approximately 10-s) pretreatment of the underlying skin withlow-frequency (55 kHz) ultrasound.","In this randomized, double-blinded, placebo-controlled, crossover trial of 42 human subjects, we examined the speed of onset of cutaneous anesthesia by eutectic mixture of local anesthetics ( EMLA ) cream after brief (approximately 10-s) pretreatment of the underlying skin withlow-frequency (55 kHz) ultrasound."
EMLA,"OBJECTIVE: To determine the efficacy of a topical anesthetic cream, eutectic mixture of local anesthetics ( EMLA ), in alleviating pain associated with lumbar puncture in newborns.","OBJECTIVE: To determine the efficacy of a topical anesthetic cream, eutectic mixture of local anesthetics ( EMLA ), in alleviating pain associated with lumbar puncture in newborns.","OBJECTIVE: To determine the efficacy of a topical anesthetic cream, eutectic mixture of local anesthetics ( EMLA ), in alleviating pain associated with lumbar puncture in newborns."
EMLA,"PURPOSE: This study compared the efficacy of 5% eutectic mixture of local anesthetics ( EMLA ) cream at application times of 3 minutes, 5 minutes, and 10 minutes to determine the most effective duration of topical anesthetic application on normal mucosa.","PURPOSE: This study compared the efficacy of 5% eutectic mixture of local anesthetics ( EMLA ) cream at application times of 3 minutes, 5 minutes, and 10 minutes to determine the most effective duration of topical anesthetic application on normal mucosa.","PURPOSE: This study compared the efficacy of 5% eutectic mixture of local anesthetics ( EMLA ) cream at application times of 3 minutes, 5 minutes, and 10 minutes to determine the most effective duration of topical anesthetic application on normal mucosa."
