abbr,sentence_a,sentence_b,sentence_c
MRI,We present a mixed tumor of schwannoma and meningioma in a patient with neurofibromatosis-2 and discuss the pathology and magnetic resonance imaging  findings in relation to the literature.,We present a mixed tumor of schwannoma and meningioma in a patient with neurofibromatosis-2 and discuss the pathology and magnetic resonance imaging ( MRI ) findings in relation to the literature.,We present a mixed tumor of schwannoma and meningioma in a patient with neurofibromatosis-2 and discuss the pathology and magnetic resonance imaging ( MRI ) findings in relation to the literature.
MRI,"PURPOSE: To compare sentinel lymph node biopsy, magnetic resonance imaging , Doppler ultrasonography, and palpation as staging tools in patients with T1/T2 N0 cancer of the oral cavity.","PURPOSE: To compare sentinel lymph node biopsy, magnetic resonance imaging ( MRI ), Doppler ultrasonography, and palpation as staging tools in patients with T1/T2 N0 cancer of the oral cavity.","PURPOSE: To compare sentinel lymph node biopsy, magnetic resonance imaging ( MRI ), Doppler ultrasonography, and palpation as staging tools in patients with T1/T2 N0 cancer of the oral cavity."
MRI,magnetic resonance imaging  revealed a mass lesion in the right frontal lobe with significant peripheral edema.,magnetic resonance imaging ( MRI ) revealed a mass lesion in the right frontal lobe with significant peripheral edema.,magnetic resonance imaging ( MRI ) revealed a mass lesion in the right frontal lobe with significant peripheral edema.
MRI,magnetic resonance imaging  performed at that time demonstrated a cervical cord cyst.,magnetic resonance imaging ( MRI ) performed at that time demonstrated a cervical cord cyst.,magnetic resonance imaging ( MRI ) performed at that time demonstrated a cervical cord cyst.
MRSA,PURPOSE: To describe bilateral blindness resulting from infection with community-acquired Methicillin-resistant Staphylococcus aureus .,PURPOSE: To describe bilateral blindness resulting from infection with community-acquired Methicillin-resistant Staphylococcus aureus ( MRSA ).,PURPOSE: To describe bilateral blindness resulting from infection with community-acquired Methicillin-resistant Staphylococcus aureus ( MRSA ).
MRSA,"Since first described In 1961, Methicillin-resistant Staphylococcus aureus  has become a common nosocomial pathogen.","Since first described In 1961, Methicillin-resistant Staphylococcus aureus ( MRSA ) has become a common nosocomial pathogen.","Since first described In 1961, Methicillin-resistant Staphylococcus aureus ( MRSA ) has become a common nosocomial pathogen."
MRSA,"Arbekacin, an aminoglycoside antibiotic, is the drug of choice for the treatment of infection caused by Methicillin-resistant Staphylococcus aureus .","Arbekacin, an aminoglycoside antibiotic, is the drug of choice for the treatment of infection caused by Methicillin-resistant Staphylococcus aureus ( MRSA ).","Arbekacin, an aminoglycoside antibiotic, is the drug of choice for the treatment of infection caused by Methicillin-resistant Staphylococcus aureus ( MRSA )."
MRSA,The effect of increasing prevalence of Methicillin-resistant Staphylococcus aureus  on attainment of bactericidal targets was tested.,The effect of increasing prevalence of Methicillin-resistant Staphylococcus aureus ( MRSA ) on attainment of bactericidal targets was tested.,The effect of increasing prevalence of Methicillin-resistant Staphylococcus aureus ( MRSA ) on attainment of bactericidal targets was tested.
MRSA,"Methicillin-resistant Staphylococcus aureus  was isolated from 6.8% (7/102) of ICU patient's files, whereas only 1.1% (1/89) of patient's files in surgical wards were contaminated with MRSA (OR, 6.484; 95% CI: 3.215-13.463; P<.0001).","Methicillin-resistant Staphylococcus aureus ( MRSA ) was isolated from 6.8% (7/102) of ICU patient's files, whereas only 1.1% (1/89) of patient's files in surgical wards were contaminated with MRSA (OR, 6.484; 95% CI: 3.215-13.463; P<.0001).","Methicillin-resistant Staphylococcus aureus ( MRSA ) was isolated from 6.8% (7/102) of ICU patient's files, whereas only 1.1% (1/89) of patient's files in surgical wards were contaminated with MRSA (OR, 6.484; 95% CI: 3.215-13.463; P<.0001)."
MRSA,"BACKGROUND: Although numerous studies have stressed the importance of compliance with Methicillin-resistant Staphylococcus aureus  protocols with regard to cost reduction and a safer environment for health care workers and patients, an evaluation of the usability of the protocols themselves is lacking.","BACKGROUND: Although numerous studies have stressed the importance of compliance with Methicillin-resistant Staphylococcus aureus ( MRSA ) protocols with regard to cost reduction and a safer environment for health care workers and patients, an evaluation of the usability of the protocols themselves is lacking.","BACKGROUND: Although numerous studies have stressed the importance of compliance with Methicillin-resistant Staphylococcus aureus ( MRSA ) protocols with regard to cost reduction and a safer environment for health care workers and patients, an evaluation of the usability of the protocols themselves is lacking."
MRSA,"We report a case of a Methicillin-resistant Staphylococcus aureus  NF as the single pathogen in a renal transplant recipient, during the course of a de novo minimal-change nephrotic syndrome, treated with high-dose steroids.","We report a case of a Methicillin-resistant Staphylococcus aureus ( MRSA ) NF as the single pathogen in a renal transplant recipient, during the course of a de novo minimal-change nephrotic syndrome, treated with high-dose steroids.","We report a case of a Methicillin-resistant Staphylococcus aureus ( MRSA ) NF as the single pathogen in a renal transplant recipient, during the course of a de novo minimal-change nephrotic syndrome, treated with high-dose steroids."
MRSA,Methicillin-resistant Staphylococcus aureus  isolates carry the methicillin resistance gene (mecA) on a horizontally transferred genetic element called the staphylococcal chromosome cassette mec (SCCmec).,Methicillin-resistant Staphylococcus aureus ( MRSA ) isolates carry the methicillin resistance gene (mecA) on a horizontally transferred genetic element called the staphylococcal chromosome cassette mec (SCCmec).,Methicillin-resistant Staphylococcus aureus ( MRSA ) isolates carry the methicillin resistance gene (mecA) on a horizontally transferred genetic element called the staphylococcal chromosome cassette mec (SCCmec).
MRSA,OBJECTIVE: The objective of this study was to review the presentation and management of community-acquired Methicillin-resistant Staphylococcus aureus  in pregnant women.,OBJECTIVE: The objective of this study was to review the presentation and management of community-acquired Methicillin-resistant Staphylococcus aureus ( MRSA ) in pregnant women.,OBJECTIVE: The objective of this study was to review the presentation and management of community-acquired Methicillin-resistant Staphylococcus aureus ( MRSA ) in pregnant women.
MRSA,"Methicillin-resistant Staphylococcus aureus  was the most frequently isolated organism, accounting for 38% of the causative organisms.","Methicillin-resistant Staphylococcus aureus ( MRSA ) was the most frequently isolated organism, accounting for 38% of the causative organisms.","Methicillin-resistant Staphylococcus aureus ( MRSA ) was the most frequently isolated organism, accounting for 38% of the causative organisms."
MTP,microsomal triglyceride transfer protein  is a carrier of triglyceride essential for the assembly of apolipoprotein (apo)B-containing lipoproteins by the liver and the small intestine.,microsomal triglyceride transfer protein ( MTP ) is a carrier of triglyceride essential for the assembly of apolipoprotein (apo)B-containing lipoproteins by the liver and the small intestine.,microsomal triglyceride transfer protein ( MTP ) is a carrier of triglyceride essential for the assembly of apolipoprotein (apo)B-containing lipoproteins by the liver and the small intestine.
MTP,microsomal triglyceride transfer protein  is necessary for hepatocyte assembly and secretion of apolipoprotein (apo)B100-containing lipoproteins.,microsomal triglyceride transfer protein ( MTP ) is necessary for hepatocyte assembly and secretion of apolipoprotein (apo)B100-containing lipoproteins.,microsomal triglyceride transfer protein ( MTP ) is necessary for hepatocyte assembly and secretion of apolipoprotein (apo)B100-containing lipoproteins.
MTP,No association between microsomal triglyceride transfer protein  haplotype and longevity in humans.,No association between microsomal triglyceride transfer protein ( MTP ) haplotype and longevity in humans.,No association between microsomal triglyceride transfer protein ( MTP ) haplotype and longevity in humans.
MTP,"However, it is now clear that microsomal triglyceride transfer protein  exists in species whose last common ancestor diverged over 550 million years ago.","However, it is now clear that microsomal triglyceride transfer protein ( MTP ) exists in species whose last common ancestor diverged over 550 million years ago.","However, it is now clear that microsomal triglyceride transfer protein ( MTP ) exists in species whose last common ancestor diverged over 550 million years ago."
MTP,"The microsomal triglyceride transfer protein , along with its partner, protein disulphide isomerase, performs a wide range of lipid transport functions necessary for maintenance of whole-body lipid homeostasis.","The microsomal triglyceride transfer protein ( MTP ), along with its partner, protein disulphide isomerase, performs a wide range of lipid transport functions necessary for maintenance of whole-body lipid homeostasis.","The microsomal triglyceride transfer protein ( MTP ), along with its partner, protein disulphide isomerase, performs a wide range of lipid transport functions necessary for maintenance of whole-body lipid homeostasis."
MTP,"BMJ reduced the secretion of new triglycerides (P<0.05) and decreased microsomal triglyceride transfer protein  mRNA expression, suggesting that lipid bioavailability and lipidation of lipoprotein assembly are likely involved in decreased apoB secretion.","BMJ reduced the secretion of new triglycerides (P<0.05) and decreased microsomal triglyceride transfer protein ( MTP ) mRNA expression, suggesting that lipid bioavailability and lipidation of lipoprotein assembly are likely involved in decreased apoB secretion.","BMJ reduced the secretion of new triglycerides (P<0.05) and decreased microsomal triglyceride transfer protein ( MTP ) mRNA expression, suggesting that lipid bioavailability and lipidation of lipoprotein assembly are likely involved in decreased apoB secretion."
MTP,Oleate-mediated stimulation of microsomal triglyceride transfer protein  gene promoter: implications for hepatic MTP overexpression in insulin resistance.,Oleate-mediated stimulation of microsomal triglyceride transfer protein ( MTP ) gene promoter: implications for hepatic MTP overexpression in insulin resistance.,Oleate-mediated stimulation of microsomal triglyceride transfer protein ( MTP ) gene promoter: implications for hepatic MTP overexpression in insulin resistance.
MTP,microsomal triglyceride transfer protein  is essential for the synthesis of both chylomicron in the intestine and very low-density lipoprotein in the liver.,microsomal triglyceride transfer protein ( MTP ) is essential for the synthesis of both chylomicron in the intestine and very low-density lipoprotein in the liver.,microsomal triglyceride transfer protein ( MTP ) is essential for the synthesis of both chylomicron in the intestine and very low-density lipoprotein in the liver.
MTP,"To determine if RPE is capable of assembling its own apoB-containing lipoprotein, we examined RPE for the expression of microsomal triglyceride transfer protein , which is required for this process.","To determine if RPE is capable of assembling its own apoB-containing lipoprotein, we examined RPE for the expression of microsomal triglyceride transfer protein ( MTP ), which is required for this process.","To determine if RPE is capable of assembling its own apoB-containing lipoprotein, we examined RPE for the expression of microsomal triglyceride transfer protein ( MTP ), which is required for this process."
MTP,microsomal triglyceride transfer protein  plays a critical role in the assembly of lipoproteins.,microsomal triglyceride transfer protein ( MTP ) plays a critical role in the assembly of lipoproteins.,microsomal triglyceride transfer protein ( MTP ) plays a critical role in the assembly of lipoproteins.
MVA,The mean calculated mitral valve area  increased from 0.72 0.14 to 1.7 0.35 cm(2) (P 0.0001).,The mean calculated mitral valve area ( MVA ) increased from 0.72 0.14 to 1.7 0.35 cm(2) (P 0.0001).,The mean calculated mitral valve area ( MVA ) increased from 0.72 0.14 to 1.7 0.35 cm(2) (P 0.0001).
MVA,"RESULTS: After BMV, the mitral valve area  increased from 1.0 +/- 0.2 cm2 to 1.6 +/- 0.4 cm2 after SC compared with 1.0 +/- 0.3 cm2 to 1.8 +/- 0.4 cm2 without SC.","RESULTS: After BMV, the mitral valve area ( MVA ) increased from 1.0 +/- 0.2 cm2 to 1.6 +/- 0.4 cm2 after SC compared with 1.0 +/- 0.3 cm2 to 1.8 +/- 0.4 cm2 without SC.","RESULTS: After BMV, the mitral valve area ( MVA ) increased from 1.0 +/- 0.2 cm2 to 1.6 +/- 0.4 cm2 after SC compared with 1.0 +/- 0.3 cm2 to 1.8 +/- 0.4 cm2 without SC."
MVA,Enrolled patients had a Wilkins echocardiographic score mitral valve area  of 0.94+/-0.19 cm(2).,Enrolled patients had a Wilkins echocardiographic score mitral valve area ( MVA ) of 0.94+/-0.19 cm(2).,Enrolled patients had a Wilkins echocardiographic score mitral valve area ( MVA ) of 0.94+/-0.19 cm(2).
MVA,"The mitral valve area  at pre-PTMC, post-PTMC and pre-MVR was 1.02+/-0.48 cm2, 1.55+/-0.59 cm2, 1.04+/-0.23 cm2, respectively.","The mitral valve area ( MVA ) at pre-PTMC, post-PTMC and pre-MVR was 1.02+/-0.48 cm2, 1.55+/-0.59 cm2, 1.04+/-0.23 cm2, respectively.","The mitral valve area ( MVA ) at pre-PTMC, post-PTMC and pre-MVR was 1.02+/-0.48 cm2, 1.55+/-0.59 cm2, 1.04+/-0.23 cm2, respectively."
MVA,OBJECTIVES: Our aim was to assess which echo-Doppler method has the best agreement with the mitral valve area  invasively evaluated by the Gorlin's formula.,OBJECTIVES: Our aim was to assess which echo-Doppler method has the best agreement with the mitral valve area ( MVA ) invasively evaluated by the Gorlin's formula.,OBJECTIVES: Our aim was to assess which echo-Doppler method has the best agreement with the mitral valve area ( MVA ) invasively evaluated by the Gorlin's formula.
MVA,"mitral valve area  was increased from 0.8 +/- 0.2 to 2.0 +/- 0.3 cm2 in the younger group, and from 0.8 +/- 0.3 to 1.9 +/- 0.3 cm2 in the older group.","mitral valve area ( MVA ) was increased from 0.8 +/- 0.2 to 2.0 +/- 0.3 cm2 in the younger group, and from 0.8 +/- 0.3 to 1.9 +/- 0.3 cm2 in the older group.","mitral valve area ( MVA ) was increased from 0.8 +/- 0.2 to 2.0 +/- 0.3 cm2 in the younger group, and from 0.8 +/- 0.3 to 1.9 +/- 0.3 cm2 in the older group."
MVA,Effective mitral valve area  derived by the PISA method was calculated as follows: 2 x Pi x (proximal aliasing color zone radius)2x aliasing velocity/peak velocity across mitral orifice.,Effective mitral valve area ( MVA ) derived by the PISA method was calculated as follows: 2 x Pi x (proximal aliasing color zone radius)2x aliasing velocity/peak velocity across mitral orifice.,Effective mitral valve area ( MVA ) derived by the PISA method was calculated as follows: 2 x Pi x (proximal aliasing color zone radius)2x aliasing velocity/peak velocity across mitral orifice.
MVA,OBJECTIVE: The feasibility and accuracy of direct transthoracic 3-dimensional (3D) mitral valve area  measurements obtained using freehand scanning was investigated in patients with mitral stenosis.,OBJECTIVE: The feasibility and accuracy of direct transthoracic 3-dimensional (3D) mitral valve area ( MVA ) measurements obtained using freehand scanning was investigated in patients with mitral stenosis.,OBJECTIVE: The feasibility and accuracy of direct transthoracic 3-dimensional (3D) mitral valve area ( MVA ) measurements obtained using freehand scanning was investigated in patients with mitral stenosis.
MVA,"METHODS: Forty-five consecutive mild or moderately symptomatic patients (36 women, nine men; mean age 44 +/- 10 years; range: 26-66 years), in NYHA class II and with MS (mean mitral valve area  1.6 +/- 0.1 cm2; range: 1.5-1.9 cm2) were evaluated with dobutamine stress echocardiography.","METHODS: Forty-five consecutive mild or moderately symptomatic patients (36 women, nine men; mean age 44 +/- 10 years; range: 26-66 years), in NYHA class II and with MS (mean mitral valve area ( MVA ) 1.6 +/- 0.1 cm2; range: 1.5-1.9 cm2) were evaluated with dobutamine stress echocardiography.","METHODS: Forty-five consecutive mild or moderately symptomatic patients (36 women, nine men; mean age 44 +/- 10 years; range: 26-66 years), in NYHA class II and with MS (mean mitral valve area ( MVA ) 1.6 +/- 0.1 cm2; range: 1.5-1.9 cm2) were evaluated with dobutamine stress echocardiography."
MVA,"Although the mitral valve area  is an important factor affecting the PAP, there is a wide spectrum of the PAP in patients with MS despite a similar MVA .","Although the mitral valve area ( MVA ) is an important factor affecting the PAP, there is a wide spectrum of the PAP in patients with MS despite a similar MVA .","Although the mitral valve area ( MVA ) is an important factor affecting the PAP, there is a wide spectrum of the PAP in patients with MS despite a similar MVA ."
NAD,"nicotinamide adenine dinucleotide  was in the live larvae, but not in the dead larvae.","nicotinamide adenine dinucleotide ( NAD ) was in the live larvae, but not in the dead larvae.","nicotinamide adenine dinucleotide ( NAD ) was in the live larvae, but not in the dead larvae."
NAD,"Important insight into the mechanisms of axon degeneration arose from findings that the degeneration of transected axons is delayed in Wallerian degeneration slow (Wlds) mice with the overexpression of a fusion protein with the nicotinamide adenine dinucleotide  synthetic enzyme, nicotinamide mononucleotide adenylyltransferase (Nmnat1).","Important insight into the mechanisms of axon degeneration arose from findings that the degeneration of transected axons is delayed in Wallerian degeneration slow (Wlds) mice with the overexpression of a fusion protein with the nicotinamide adenine dinucleotide ( NAD ) synthetic enzyme, nicotinamide mononucleotide adenylyltransferase (Nmnat1).","Important insight into the mechanisms of axon degeneration arose from findings that the degeneration of transected axons is delayed in Wallerian degeneration slow (Wlds) mice with the overexpression of a fusion protein with the nicotinamide adenine dinucleotide ( NAD ) synthetic enzyme, nicotinamide mononucleotide adenylyltransferase (Nmnat1)."
NAD,nicotinamide adenine dinucleotide  plays a crucial role as a cofactor in numerous essential redox biological reactions.,nicotinamide adenine dinucleotide ( NAD ) plays a crucial role as a cofactor in numerous essential redox biological reactions.,nicotinamide adenine dinucleotide ( NAD ) plays a crucial role as a cofactor in numerous essential redox biological reactions.
NAD,Alternative splicing may thus regulate the binding of nicotinamide adenine dinucleotide  metabolites to chromatin.,Alternative splicing may thus regulate the binding of nicotinamide adenine dinucleotide ( NAD ) metabolites to chromatin.,Alternative splicing may thus regulate the binding of nicotinamide adenine dinucleotide ( NAD ) metabolites to chromatin.
NAD,Activation of this enzyme depletes the intracellular concentration of energetic substrates such as nicotinamide adenine dinucleotide .,Activation of this enzyme depletes the intracellular concentration of energetic substrates such as nicotinamide adenine dinucleotide ( NAD ).,Activation of this enzyme depletes the intracellular concentration of energetic substrates such as nicotinamide adenine dinucleotide ( NAD ).
NAD,"PARP-1 is an abundant nuclear enzyme that, when activated by DNA damage, consumes nicotinamide adenine dinucleotide + to form poly(ADP-ribose) on acceptor proteins.","PARP-1 is an abundant nuclear enzyme that, when activated by DNA damage, consumes nicotinamide adenine dinucleotide ( NAD )+ to form poly(ADP-ribose) on acceptor proteins.","PARP-1 is an abundant nuclear enzyme that, when activated by DNA damage, consumes nicotinamide adenine dinucleotide ( NAD )+ to form poly(ADP-ribose) on acceptor proteins."
NAD,Activation of the enzyme depletes the intracellular concentration of energetic substrates such as nicotinamide adenine dinucleotide .,Activation of the enzyme depletes the intracellular concentration of energetic substrates such as nicotinamide adenine dinucleotide ( NAD ).,Activation of the enzyme depletes the intracellular concentration of energetic substrates such as nicotinamide adenine dinucleotide ( NAD ).
NAD,"Since ADPR is formed from nicotinamide adenine dinucleotide  by NAD glycohydrolase ( NAD ase), NAD ase was also assayed in human skin.","Since ADPR is formed from nicotinamide adenine dinucleotide ( NAD ) by NAD glycohydrolase ( NAD ase), NAD ase was also assayed in human skin.","Since ADPR is formed from nicotinamide adenine dinucleotide ( NAD ) by NAD glycohydrolase ( NAD ase), NAD ase was also assayed in human skin."
NAD,"nicotinamide adenine dinucleotide  or fumarate concentrations are measured using alcohol dehydrogenase or fumarase plus malic dehydrogenase reactions, respectively.","nicotinamide adenine dinucleotide ( NAD ) or fumarate concentrations are measured using alcohol dehydrogenase or fumarase plus malic dehydrogenase reactions, respectively.","nicotinamide adenine dinucleotide ( NAD ) or fumarate concentrations are measured using alcohol dehydrogenase or fumarase plus malic dehydrogenase reactions, respectively."
NAD,"In Wallerian degeneration slow (wlds) mice, Wallerian degeneration in response to axonal injury is delayed because of a mutation that results in overexpression of a chimeric protein (Wlds) composed of the ubiquitin assembly protein Ufd2a and the nicotinamide adenine dinucleotide  biosynthetic enzyme Nmnat1.","In Wallerian degeneration slow (wlds) mice, Wallerian degeneration in response to axonal injury is delayed because of a mutation that results in overexpression of a chimeric protein (Wlds) composed of the ubiquitin assembly protein Ufd2a and the nicotinamide adenine dinucleotide ( NAD ) biosynthetic enzyme Nmnat1.","In Wallerian degeneration slow (wlds) mice, Wallerian degeneration in response to axonal injury is delayed because of a mutation that results in overexpression of a chimeric protein (Wlds) composed of the ubiquitin assembly protein Ufd2a and the nicotinamide adenine dinucleotide ( NAD ) biosynthetic enzyme Nmnat1."
NOS,Pravastatin activates platelet nitric oxide synthase  in patients with type 2 diabetes mellitus and NOS activation is accompanied by serine phosphorylation.,Pravastatin activates platelet nitric oxide synthase ( NOS ) in patients with type 2 diabetes mellitus and NOS activation is accompanied by serine phosphorylation.,Pravastatin activates platelet nitric oxide synthase ( NOS ) in patients with type 2 diabetes mellitus and NOS activation is accompanied by serine phosphorylation.
NOS,"All compounds were injected i.p., nitric oxide synthase  inhibitors, alpha-helical CRH antagonist and vasopressin receptor antagonist 15 min before IL-1beta or nicotine.","All compounds were injected i.p., nitric oxide synthase ( NOS ) inhibitors, alpha-helical CRH antagonist and vasopressin receptor antagonist 15 min before IL-1beta or nicotine.","All compounds were injected i.p., nitric oxide synthase ( NOS ) inhibitors, alpha-helical CRH antagonist and vasopressin receptor antagonist 15 min before IL-1beta or nicotine."
NOS,"L-NAME (2 mg/kg), a general nitric oxide synthase  inhibitor, considerably reduced the ACTH and corticosterone response to IL-1beta (0.5 microg/rat) the same extent in control and crowded rats.","L-NAME (2 mg/kg), a general nitric oxide synthase ( NOS ) inhibitor, considerably reduced the ACTH and corticosterone response to IL-1beta (0.5 microg/rat) the same extent in control and crowded rats.","L-NAME (2 mg/kg), a general nitric oxide synthase ( NOS ) inhibitor, considerably reduced the ACTH and corticosterone response to IL-1beta (0.5 microg/rat) the same extent in control and crowded rats."
NOS,"nitric oxide synthase  is amongst a family of evolutionarily conserved enzymes, involved in a multi-turnover process that results in NO as a product.","nitric oxide synthase ( NOS ) is amongst a family of evolutionarily conserved enzymes, involved in a multi-turnover process that results in NO as a product.","nitric oxide synthase ( NOS ) is amongst a family of evolutionarily conserved enzymes, involved in a multi-turnover process that results in NO as a product."
NOS,"Myenteric neurons were isolated and cultured for 6 days in medium, in LPS (100 ng/ml) with or without alpha-ketoglutarate or the nitric oxide synthase  inhibitor L-NAME, in alpha-ketoglutarate or in the NO donor SNAP.","Myenteric neurons were isolated and cultured for 6 days in medium, in LPS (100 ng/ml) with or without alpha-ketoglutarate or the nitric oxide synthase ( NOS ) inhibitor L-NAME, in alpha-ketoglutarate or in the NO donor SNAP.","Myenteric neurons were isolated and cultured for 6 days in medium, in LPS (100 ng/ml) with or without alpha-ketoglutarate or the nitric oxide synthase ( NOS ) inhibitor L-NAME, in alpha-ketoglutarate or in the NO donor SNAP."
NOS,"AIM: To study the protective effect of acupuncturing Tsusanli (S(T)36) on cold stress ulcer, and the expression of nitric oxide synthase  in hypothalamus and adrenal gland.","AIM: To study the protective effect of acupuncturing Tsusanli (S(T)36) on cold stress ulcer, and the expression of nitric oxide synthase ( NOS ) in hypothalamus and adrenal gland.","AIM: To study the protective effect of acupuncturing Tsusanli (S(T)36) on cold stress ulcer, and the expression of nitric oxide synthase ( NOS ) in hypothalamus and adrenal gland."
NOS,Noradrenaline (NA; 0.3 micromol/L) caused a contraction of the rat coronary artery that markedly increased in the presence of the nitric oxide synthase  inhibitor N(G)-nitro-l-arginine methyl ester (L-NAME; 100 micromol/L) and arachidonic acid (1 micromol/L; P<0.05). 2.,Noradrenaline (NA; 0.3 micromol/L) caused a contraction of the rat coronary artery that markedly increased in the presence of the nitric oxide synthase ( NOS ) inhibitor N(G)-nitro-l-arginine methyl ester (L-NAME; 100 micromol/L) and arachidonic acid (1 micromol/L; P<0.05). 2.,Noradrenaline (NA; 0.3 micromol/L) caused a contraction of the rat coronary artery that markedly increased in the presence of the nitric oxide synthase ( NOS ) inhibitor N(G)-nitro-l-arginine methyl ester (L-NAME; 100 micromol/L) and arachidonic acid (1 micromol/L; P<0.05). 2.
NOS,A point mutation (G --> C) in the gene promoter for the human nitric oxide synthase  2 at position -954 is associated with protection against severe Plasmodium falciparum malaria in Gabon.,A point mutation (G --> C) in the gene promoter for the human nitric oxide synthase ( NOS ) 2 at position -954 is associated with protection against severe Plasmodium falciparum malaria in Gabon.,A point mutation (G --> C) in the gene promoter for the human nitric oxide synthase ( NOS ) 2 at position -954 is associated with protection against severe Plasmodium falciparum malaria in Gabon.
NOS,Both inhibitors and substrates of nitric oxide synthase  could have great therapeutic potential in the treatment of these diseases.,Both inhibitors and substrates of nitric oxide synthase ( NOS ) could have great therapeutic potential in the treatment of these diseases.,Both inhibitors and substrates of nitric oxide synthase ( NOS ) could have great therapeutic potential in the treatment of these diseases.
NOS,The effect of hypoxia-ischemia on the nitric oxide synthase  cofactor tetrahydrobiopterin (BH4) and changes in the enzyme dimer state have not previously been studied.,The effect of hypoxia-ischemia on the nitric oxide synthase ( NOS ) cofactor tetrahydrobiopterin (BH4) and changes in the enzyme dimer state have not previously been studied.,The effect of hypoxia-ischemia on the nitric oxide synthase ( NOS ) cofactor tetrahydrobiopterin (BH4) and changes in the enzyme dimer state have not previously been studied.
NPH,"In the present case study, the effects of methylphenidate on cognitive and behavioural function were examined in a single patient with idiopathic normal pressure hydrocephalus  who had undergone ventriculoperitoneal shunting.","In the present case study, the effects of methylphenidate on cognitive and behavioural function were examined in a single patient with idiopathic normal pressure hydrocephalus ( NPH ) who had undergone ventriculoperitoneal shunting.","In the present case study, the effects of methylphenidate on cognitive and behavioural function were examined in a single patient with idiopathic normal pressure hydrocephalus ( NPH ) who had undergone ventriculoperitoneal shunting."
NPH,Resistance to the outflow of cerebrospinal fluid (R(out)) and the slope of the amplitude pressure regression line (AMP/P) were calculated in 62 patients diagnosed with posttraumatic normal pressure hydrocephalus .,Resistance to the outflow of cerebrospinal fluid (R(out)) and the slope of the amplitude pressure regression line (AMP/P) were calculated in 62 patients diagnosed with posttraumatic normal pressure hydrocephalus ( NPH ).,Resistance to the outflow of cerebrospinal fluid (R(out)) and the slope of the amplitude pressure regression line (AMP/P) were calculated in 62 patients diagnosed with posttraumatic normal pressure hydrocephalus ( NPH ).
NPH,"We addressed this issue by determining the cellular composition of lumbar CSF from patients with normal pressure hydrocephalus  who were undergoing lumbar CSF drainage during evaluation for shunting procedures, and evaluating ventricular CSF from a subset of these who underwent subsequent placement of ventriculoperitoneal shunts.","We addressed this issue by determining the cellular composition of lumbar CSF from patients with normal pressure hydrocephalus ( NPH ) who were undergoing lumbar CSF drainage during evaluation for shunting procedures, and evaluating ventricular CSF from a subset of these who underwent subsequent placement of ventriculoperitoneal shunts.","We addressed this issue by determining the cellular composition of lumbar CSF from patients with normal pressure hydrocephalus ( NPH ) who were undergoing lumbar CSF drainage during evaluation for shunting procedures, and evaluating ventricular CSF from a subset of these who underwent subsequent placement of ventriculoperitoneal shunts."
NPH,"normal pressure hydrocephalus  or, more precisely, chronic adult hydrocephalus, is a complex condition.","normal pressure hydrocephalus ( NPH ) or, more precisely, chronic adult hydrocephalus, is a complex condition.","normal pressure hydrocephalus ( NPH ) or, more precisely, chronic adult hydrocephalus, is a complex condition."
NPH,normal pressure hydrocephalus  is considered to be an example of reversible dementia although the clinical improvement after shunting varies from subject to subject.,normal pressure hydrocephalus ( NPH ) is considered to be an example of reversible dementia although the clinical improvement after shunting varies from subject to subject.,normal pressure hydrocephalus ( NPH ) is considered to be an example of reversible dementia although the clinical improvement after shunting varies from subject to subject.
NPH,"The aims of the study were as follows: first, to verify the hypothesis that free radical peroxidation may be one of the factors implicated in pathophysiology of normal pressure hydrocephalus  and, second, to find out whether these biochemical characteristics together with neuropsychological cognitive deficits can differentiate between various types of NPH .","The aims of the study were as follows: first, to verify the hypothesis that free radical peroxidation may be one of the factors implicated in pathophysiology of normal pressure hydrocephalus ( NPH ) and, second, to find out whether these biochemical characteristics together with neuropsychological cognitive deficits can differentiate between various types of NPH .","The aims of the study were as follows: first, to verify the hypothesis that free radical peroxidation may be one of the factors implicated in pathophysiology of normal pressure hydrocephalus ( NPH ) and, second, to find out whether these biochemical characteristics together with neuropsychological cognitive deficits can differentiate between various types of NPH ."
NPH,An overview of significant research results of the last four decades as well as the author's own experience have served as a basis for the presentation of the radioisotope method and the radiopharmaceuticals in the diagnostics of normal pressure hydrocephalus .,An overview of significant research results of the last four decades as well as the author's own experience have served as a basis for the presentation of the radioisotope method and the radiopharmaceuticals in the diagnostics of normal pressure hydrocephalus ( NPH ).,An overview of significant research results of the last four decades as well as the author's own experience have served as a basis for the presentation of the radioisotope method and the radiopharmaceuticals in the diagnostics of normal pressure hydrocephalus ( NPH ).
